WD16CD,WD16NM
E05004726,Hertford Castle
E05004727,Hertford Heath
E05004728,Hertford Kingsmead
E05004729,Hertford Rural North
E05004730,Hertford Rural South
E05004731,Hertford Sele
E05003215,Hesket
E05005366,Hesketh-with-Becconsall
E05001698,Hessle
E05004294,Hesters Way
E05000355,Heston Central
E05000356,Heston East
E05000357,Heston West
E05000962,Heswall
E05005922,Hethersett
E05001159,Hetton
E05005770,Hevingham
E05004349,Hewelsfield and Woolaston
E05010320,Heworth
E05010321,Heworth Without
E05009123,Hexham Central with Acomb
E05009124,Hexham East
E05009125,Hexham West
E05009960,Hextable
E05010738,Hexthorpe & Balby North
E05004194,Heybridge East
E05004195,Heybridge West
E05006040,Heyfords and Bugbrooke
E05005193,Heyhouses
E05009600,Heysham Central
E05009601,Heysham North
E05009602,Heysham South
E05000056,High Barnet
E05009920,High Easter & the Rodings
E05001077,High Fell
E05006244,High Harrogate
E05005852,High Heath
E05008631,High Legh
E05001945,High Littleton
E05000599,High Street
E05004996,High Street
E05002200,High Town
E05007691,High Weald
E05004967,Higham
E05009578,Higham
E05005260,Higham and Pendleside
E05010761,Higham Ferrers Chichele
E05010762,Higham Ferrers Lancaster
E05000600,Higham Hill
E05008907,Highbridge and Burnham Marine
E05000372,Highbury East
E05000373,Highbury West
E05003662,Highcliffe
E05000705,Higher Blackley
E05001628,Higher Croft
E05001651,Highfield
E05004706,Highfield
E05004878,Highfield
E05010663,Highfield
E05010489,Highfields & Western Downs
E05000137,Highgate
E05000272,Highgate
E05000202,Highlands
E05008161,Highley
E05004418,Highnam with Haw Bridge
E05010830,Highwoods
E05009579,Hildenborough
E05005817,Hilgay with Denver
E05009018,Hill
E05010005,Hill Forts
E05004521,Hill Head
E05009837,Hill Top
E05003195,Hillcrest
E05010903,Hillfields
E05000332,Hillingdon East
E05008979,Hillmorton
E05000374,Hillrise
E05010872,Hillsborough
E05000462,Hillside
E05002382,Hillside
E05007566,Hillside
E05002644,Hilltop and Townsend
E05008364,Hilperton
E05002449,Hilsea
E05004511,Hiltingbury East
E05004512,Hiltingbury West
E05008813,Hilton
E05006998,Himley and Swindon
E05011078,Hinchley Wood and Weston Green
E05005487,Hinckley Castle
E05005488,Hinckley Clarendon
E05005489,Hinckley De Montfort
E05005490,Hinckley Trinity
E05007436,Hindhead
E05000849,Hindley
E05000850,Hindley Green
E05003150,Hindpool
E05005898,Hingham and Deopham
E05006553,Hinksey Park
E05009459,Hinton & Hunderton
E05001375,Hipperholme and Lightcliffe
E05006282,Hipswell
E05009126,Hirst
E05002807,Histon and Impington
E05004768,Hitchin Bearton
E05004769,Hitchin Highbury
E05004770,Hitchin Oughton
E05004771,Hitchin Priory
E05004772,Hitchin Walsworth
E05000180,Hobbayne
E05010848,Hockley
E05010849,Hockley and Ashingdon
E05009007,Hoddesdon North
E05009008,Hoddesdon Town and Rye Park
E05001190,Hodge Hill
E05008162,Hodnet
E05000601,Hoe Street
E05010799,Hoe Valley
E05005648,Holbeach Hurn
E05005649,Holbeach Town
E05000138,Holborn and Covent Garden
E05003196,Holborn Hill
E05001224,Holbrook
E05007089,Holbrook
E05007655,Holbrook East
E05007656,Holbrook West
E05004597,Holbury and North Blackfield
E05001023,Holderness
E05001672,Holderness
E05006971,Holditch
E05010322,Holgate
E05003246,Holker
E05009397,Holland
E05004244,Holland and Kirby
E05002426,Hollingdean and Stanmer
E05003936,Hollington
E05003329,Hollingwood and Inkersall
E05000727,Hollinwood
E05000375,Holloway
E05008865,Holly
E05010110,Holly Hayes
E05011065,Hollybush
E05008736,Hollybush and Longton West
E05009838,Hollywood
E05010490,Holmcroft
E05003128,Holme
E05008561,Holme Valley North
E05001405,Holme Valley South
E05003330,Holmebrook
E05009460,Holmer
E05002645,Holmer Green
E05003430,Holmewood and Heath
E05007322,Holmwoods
E05003625,Holsworthy
E05005853,Holt
E05008365,Holt and Staverton
E05009884,Holton-le-Clay & North Thoresby
E05007294,Holy Trinity
E05004474,Holybourne and Froyle
E05000674,Holyrood
E05011048,Holywell
E05009127,Holywell
E05006554,Holywell
E05007123,Holywells
E05004245,Homelands
E05009376,Homerton
E05009551,Homewood
E05007916,Honeybourne and Pebworth
E05002085,Honicknowle
E05008543,Honiton St Michael's
E05003475,Honiton St Paul's
E05001024,Hoober
E05009359,Hook
E05006245,Hookstone
E05008679,Hoole
E05010224,Hoole
E05009461,Hope End
E05010636,Hope Valley
E05000745,Hopwood Hall
E05004008,Horam
E05001451,Horbury and South Ossett
E05009065,Horden
E05004598,Hordle
E05010904,Horfield
E05007332,Horley Central
E05007333,Horley East
E05007334,Horley West
E05008866,Hornby
E05006283,Hornby Castle
E05009885,Horncastle
E05004475,Horndean Catherington and Lovedean
E05004476,Horndean Downs
E05004477,Horndean Hazleton and Blendworth
E05004478,Horndean Kings
E05004479,Horndean Murray
E05006927,Horninglow
E05000273,Hornsey
E05007177,Horringer and Whelnetham
E05009979,Horsehay & Lightmoor
E05010800,Horsell
E05005261,Horsfield
E05005771,Horsford and Felthorpe
E05001428,Horsforth
E05007657,Horsham Park
E05001145,Horsley Hill
E05007058,Horton
E05002363,Horton and Wraysbury
E05000660,Horwich and Blackrod
E05000661,Horwich North East
E05009813,Hotham
E05010905,Hotwells and Harbourside
E05001591,Hough Green
E05001160,Houghton
E05008794,Houghton Conquest and Haynes
E05008795,Houghton Hall
E05000358,Hounslow Central
E05000359,Hounslow Heath
E05000360,Hounslow South
E05000361,Hounslow West
E05002436,Hove Park
E05005854,Hoveton
E05006303,Hovingham
E05010637,Howard Town
E05001699,Howden
E05001700,Howdenshire
E05001121,Howdon
E05010225,Howick & Priory
E05011066,Howlands
E05007145,Hoxne
E05009377,Hoxton East & Shoreditch
E05009378,Hoxton West
E05000963,Hoylake and Meols
E05000984,Hoyland Milton
E05009677,Huby
E05010957,Hucclecote
E05008570,Hucclecote
E05010678,Hucknall Central
E05010679,Hucknall North
E05010680,Hucknall South
E05010681,Hucknall West
E05010111,Hugglescote St John's
E05010112,Hugglescote St Mary's
E05010323,Hull Road
E05003356,Hulland
E05010850,Hullbridge
E05000706,Hulme
E05000662,Hulton
E05001718,Humberston and New Waltham
E05010467,Humberstone & Hamilton
E05010420,Hummersknott
E05009128,Humshaugh
E05005212,Huncoat
E05007178,Hundon
E05002302,Hungerford
E05004732,Hunsdon
E05005818,Hunstanton
E05002771,Huntingdon East
E05002772,Huntingdon North
E05008529,Huntingdon West
E05010324,Huntington & New Earswick
E05006999,Huntington and Hatherton
E05008908,Huntspill and Pawlett
E05002364,Hurley and Walthams
E05007468,Hurley and Wood End
E05002383,Hurst
E05007692,Hurstpierpoint and Downs
E05010421,Hurworth
E05010682,Huthwaite & Brierley
E05001511,Hutton
E05010286,Hutton & Locking
E05004072,Hutton Central
E05004073,Hutton East
E05004074,Hutton North
E05009678,Hutton Rudby
E05004075,Hutton South
E05000811,Hyde Godley
E05000812,Hyde Newton
E05000636,Hyde Park
E05001429,Hyde Park and Woodhouse
E05000813,Hyde Werneth
E05000315,Hylands
E05010020,Hythe
E05010021,Hythe Rural
E05004599,Hythe West and Langdown
E05010113,Ibstock East
E05010114,Ibstock West
E05007109,Iceni
E05000333,Ickenham
E05002201,Icknield
E05002688,Icknield
E05001353,Idle and Thackley
E05006555,Iffley Fields
E05007636,Ifield
E05003546,Ilfracombe Central
E05003547,Ilfracombe East
E05003548,Ilfracombe West
E05001354,Ilkley
E05001376,Illingworth and Mixenden
E05009193,Illogan
E05006836,Ilminster
E05005213,Immanuel
E05001719,Immingham
E05000851,Ince
E05001538,Ingleby Barwick East
E05001539,Ingleby Barwick West
E05006198,Ingleton and Clapham
E05005278,Ingol
E05009886,Ingoldmells
E05001673,Ings
E05001652,Ingthorpe
E05007917,Inkberrow
E05004420,Innsworth with Down Hatherley
E05003549,Instow
E05003602,Ipplepen
E05007059,Ipstones
E05010036,Irchester
E05000765,Irlam
E05009980,Ironbridge Gorge
E05003293,Ironville and Riddings
E05003170,Irthing
E05010763,Irthlingborough John Pyel
E05010764,Irthlingborough Waterloo
E05005325,Irwell
E05000766,Irwell Riverside
E05010166,Isaac Newton
E05009129,Isabella
E05008571,Isbourne
E05005994,Ise Lodge
E05010037,Isebrook
E05009324,Island Gardens
E05004879,Isle of Oxney
E05002727,Isleham
E05006837,Islemoor
E05000362,Isleworth
E05004968,Istead Rise
E05006838,Ivelchester
E05010576,Iver Heath
E05010577,Iver Village & Richings Park
E05010135,Ivybridge East
E05010136,Ivybridge West
E05007179,Ixworth
E05010683,Jacksdale
E05006556,Jericho and Osney
E05008948,Jesmond
E05009603,John O'Gaunt
E05008737,Joiner's Square
E05004931,Joyce Green
E05004932,Joydens Wood
E05000203,Jubilee
E05009942,Jubilee
E05009580,Judd
E05003663,Jumpers
E05000376,Junction
E05009860,Kader
E05002323,Katesgrove
E05000663,Kearsley
E05007180,Kedington
E05006972,Keele
E05010115,Kegworth
E05001355,Keighley Central
E05001356,Keighley East
E05001357,Keighley West
E05009604,Kellet
E05003197,Kells
E05000120,Kelsey and Eden Park
E05009644,Kelsey Wold
E05010379,Kelvedon & Feering
E05010709,Kemble
E05007852,Kempsey
E05004443,Kempshott
E05008763,Kempston Central and East
E05008764,Kempston North
E05008765,Kempston Rural
E05008766,Kempston South
E05008767,Kempston West
E05005021,Kemsing
E05009552,Kemsley
E05003247,Kendal Castle
E05003248,Kendal Far Cross
E05003249,Kendal Fell
E05003250,Kendal Heron Hill
E05003251,Kendal Highgate
E05003252,Kendal Kirkland
E05003253,Kendal Mintsfeet
E05003254,Kendal Nether
E05003255,Kendal Oxenholme and Natland
E05003256,Kendal Parks
E05003258,Kendal Stonecross
E05003260,Kendal Underley
E05000156,Kenley
E05003603,Kenn Valley
E05004880,Kennington
E05009766,Kennington & Radley
E05000092,Kensal Green
E05000899,Kensington and Fairfield
E05000139,Kentish Town
E05000093,Kenton
E05001099,Kenton
E05000294,Kenton East
E05000295,Kenton West
E05003604,Kenton with Starcross
E05002324,Kentwood
E05003626,Kenwith
E05001025,Keppel
E05009462,Kerne Bridge
E05000767,Kersal
E05003605,Kerswell-with-Combe
E05010442,Kesgrave East
E05010443,Kesgrave West
E05007237,Kessingland
E05003129,Keswick
E05009981,Ketley & Overdale
E05001810,Ketton
E05000524,Kew
E05000941,Kew
E05003974,Kewhurst
E05001946,Keynsham East
E05001947,Keynsham North
E05001948,Keynsham South
E05009721,Keyworth & Wolds
E05005463,Kibworth
E05000223,Kidbrooke with Hornfair
E05010932,Kidlington East
E05010933,Kidlington West
E05009746,Kidmore End & Whitchurch
E05006973,Kidsgrove
E05000094,Kilburn
E05000140,Kilburn
E05003431,Killamarsh East
E05003432,Killamarsh West
E05001430,Killingbeck and Seacroft
E05006246,Killinghall
E05001122,Killingworth
E05005194,Kilnhouse
E05010527,Kimberley
E05008578,Kimbolton and Staughton
E05004774,Kimpton
E05010193,Kineton
E05000141,King's Cross
E05005971,King's Forest
E05002708,King's Hedges
E05008909,King's Isle
E05009379,King's Park
E05009463,Kings Acre
E05002059,Kings Chase
E05008833,Kings Heath
E05009581,Kings Hill
E05004707,Kings Langley
E05001191,Kings Norton
E05001674,Kings Park
E05004642,Kings Somborne and Michelmersh
E05006041,Kings Sutton
E05008867,Kings Walk
E05010137,Kingsbridge
E05008768,Kingsbrook
E05007469,Kingsbury
E05004444,Kingsclere
E05005092,Kingsgate
E05010958,Kingsholm and Wotton
E05001290,Kingshurst and Fordbridge
E05008680,Kingsley
E05008834,Kingsley
E05001949,Kingsmead
E05001192,Kingstanding
E05003606,Kingsteignton East
E05003607,Kingsteignton West
E05008835,Kingsthorpe
E05003949,Kingston
E05009767,Kingston Bagpuize
E05000985,Kingstone
E05000746,Kingsway
E05001592,Kingsway
E05010684,Kingsway
E05008868,Kingsway
E05010959,Kingsway
E05001742,Kingsway with Lincoln Gardens
E05001247,Kingswinford North and Wall Heath
E05001248,Kingswinford South
E05010978,Kingswood
E05007484,Kingswood
E05010267,Kingswood & Hazel Leys
E05007335,Kingswood with Burgh Heath
E05006042,Kingthorn
E05009464,Kington
E05008366,Kington
E05002118,Kinson North
E05002119,Kinson South
E05002303,Kintbury
E05007000,Kinver
E05010194,Kinwarton
E05001431,Kippax and Methley
E05010611,Kirk Hallam & Stanton-by-Dale
E05008562,Kirkburton
E05010685,Kirkby Cross & Portland
E05005627,Kirkby la Thorpe and South Kyme
E05006247,Kirkby Malzeard
E05003216,Kirkby Stephen
E05003217,Kirkby Thore
E05006304,Kirkbymoorside
E05000900,Kirkdale
E05009497,Kirkgate
E05005195,Kirkham North
E05005196,Kirkham South
E05001512,Kirkleatham
E05007238,Kirkley
E05003218,Kirkoswald
E05001432,Kirkstall
E05010444,Kirton
E05009625,Kirton and Frampton
E05009130,Kitty Brewster
E05010801,Knaphill
E05006248,Knaresborough East
E05006249,Knaresborough King James
E05006250,Knaresborough Scriven Park
E05004775,Knebworth
E05008994,Knellwood
E05000424,Knight's Hill
E05010468,Knighton
E05000637,Knightsbridge and Belgravia
E05008910,Knoll
E05001452,Knottingley
E05000901,Knotty Ash
E05001291,Knowle
E05010906,Knowle
E05005367,Knowsley
E05008632,Knutsford
E05006974,Knutton and Silverdale
E05002216,Kursaal
E05008681,Lache
E05002060,Ladden Brook
E05009861,Ladgate
E05009722,Lady Bay
E05000181,Lady Margaret
E05008869,Ladybrook
E05000446,Ladywell
E05001193,Ladywood
E05004026,Laindon Park
E05008494,Lake North
E05008495,Lake South
E05005881,Lakenham
E05007110,Lakenheath
E05007367,Laleham and Shepperton Green
E05002304,Lambourn Valley
E05004158,Lambourne
E05001950,Lambridge
E05001078,Lamesley
E05000638,Lancaster Gate
E05005855,Lancaster North
E05005856,Lancaster South
E05009066,Lanchester
E05005159,Lanehead
E05004027,Langdon Hills
E05001811,Langham
E05005303,Langho
E05001270,Langley
E05007637,Langley Green
E05009348,Langley Kedermister
E05003295,Langley Mill and Aldercar
E05009349,Langley St Mary's
E05003922,Langney
E05006388,Langold
E05006839,Langport and Huish
E05010752,Langton
E05003219,Langwathby
E05000768,Langworthy
E05009195,Lanivet and Blisland
E05009196,Lanner and Stithians
E05009325,Lansbury
E05001951,Lansdown
E05004295,Lansdown
E05005279,Larches
E05009582,Larkfield North
E05009583,Larkfield South
E05000425,Larkhall
E05010612,Larklands
E05000602,Larkswood
E05010686,Larwood
E05011034,Latchford East
E05011035,Latchford West
E05000617,Latchmere
E05003357,Lathkill and Bradford
E05009498,Lattersey
E05009197,Launceston Central
E05009198,Launceston North and North Petherwin
E05009199,Launceston South
E05010249,Launditch
E05010934,Launton and Otmoor
E05007616,Lavant
E05000463,Lavender Fields
E05007090,Lavenham
E05004246,Lawford
E05003520,Lawrence
E05010907,Lawrence Hill
E05001653,Layton
E05003220,Lazonby
E05005280,Lea
E05009645,Lea
E05009380,Lea Bridge
E05000603,Lea Bridge
E05009067,Leadgate and Medomsley
E05002202,Leagrave
E05009723,Leake
E05009787,Leam
E05008980,Leam Valley
E05010687,Leamington
E05005628,Leasingham and Rauceby
E05000964,Leasowe and Moreton East
E05007323,Leatherhead North
E05007324,Leatherhead South
E05007091,Leavenheath
E05009432,Leavesden
E05004296,Leckhampton
E05009465,Ledbury North
E05009466,Ledbury South
E05009467,Ledbury West
E05008682,Ledsham and Manor
E05004028,Lee Chapel North
E05004541,Lee East
E05000447,Lee Green
E05004542,Lee West
E05004997,Leeds
E05007060,Leek East
E05007061,Leek North
E05007062,Leek South
E05007063,Leek West
E05001835,Leen Valley
E05004543,Leesland
E05009887,Legbourne
E05011049,Leggatts
E05002217,Leigh
E05009961,Leigh and Chiddingstone Causeway
E05000852,Leigh East
E05000853,Leigh South
E05000854,Leigh West
E05008633,Leighton
E05008796,Leighton Buzzard North
E05008797,Leighton Buzzard South
E05010445,Leiston
E05007325,Leith Hill
E05009200,Lelant and Carbis Bay
E05001100,Lemington
E05010664,Leomansley
E05009468,Leominster East
E05009469,Leominster North & Rural
E05009470,Leominster South
E05009471,Leominster West
E05000077,Lesnes Abbey
E05004776,Letchworth East
E05004777,Letchworth Grange
E05004778,Letchworth South East
E05004779,Letchworth South West
E05004780,Letchworth Wilbury
E05003261,Levens
E05000707,Levenshulme
E05004708,Leverstock Green
E05003950,Lewes Bridge
E05003951,Lewes Castle
E05003952,Lewes Priory
E05000448,Lewisham Central
E05002203,Lewsey
E05010831,Lexden and Braiswick
E05006284,Leyburn
E05010226,Leyland Central
E05000604,Leyton
E05000605,Leytonstone
E05009839,Lickey Hills
E05010509,Lickhill
E05007381,Lightwater
E05008738,Lightwood North and Normacot
E05002204,Limbury
E05009326,Limehouse
E05010638,Limestone Peak
E05007396,Limpsfield
E05000942,Linacre
E05003331,Linacre
E05010250,Lincoln
E05010167,Lincrest
E05007693,Lindfield
E05004480,Lindford
E05006328,Lindhead
E05008870,Lindhurst
E05001407,Lindley
E05007853,Lindridge
E05008871,Ling Forest
E05007397,Lingfield and Crowhurst
E05007854,Link
E05008798,Linslade
E05009862,Linthorpe
E05002808,Linton
E05008814,Linton
E05000965,Liscard
E05009201,Liskeard East
E05009202,Liskeard North
E05009203,Liskeard West and Dobwalls
E05004481,Liss
E05000943,Litherland
E05010665,Little Aston & Stonnall
E05006043,Little Brook
E05004881,Little Burton Farm
E05002646,Little Chalfont
E05008739,Little Chell and Stanfield
E05004247,Little Clacton and Weeley
E05010613,Little Eaton & Stanley
E05004733,Little Hadham
E05010614,Little Hallam
E05007918,Little Hampton
E05001629,Little Harwood
E05001358,Little Horton
E05000769,Little Hulton
E05000487,Little Ilford
E05000664,Little Lever and Darcy Lever
E05002647,Little Missenden
E05008683,Little Neston and Burton
E05004183,Little Parndon and Hare Street
E05008579,Little Paxton
E05002282,Little Sandhurst and Wellington
E05010400,Little Stour & Adisham
E05004949,Little Stour and Ashstone
E05002237,Little Thurrock Blackshots
E05002238,Little Thurrock Rectory
E05000639,Little Venice
E05000747,Littleborough Lakeside
E05004933,Littlebrook
E05004350,Littledean and Ruspidge
E05002120,Littledown and Iford
E05003770,Littlemoor
E05005304,Littlemoor
E05006557,Littlemore
E05001777,Littleover
E05002728,Littleport East
E05002729,Littleport West
E05010491,Littleworth
E05003358,Litton and Longstone
E05001408,Liversedge and Gomersal
E05000543,Livesey
E05001630,Livesey with Pleasington
E05009472,Llangarron
E05008163,Llanymynech
E05010268,Lloyds
E05001079,Lobley Hill and Bensham
E05010908,Lockleaze
E05004522,Locks Heath
E05001513,Lockwood
E05010138,Loddiswell & Aveton Gifford
E05002384,Loddon
E05005923,Loddon
E05010851,Lodge
E05010269,Lodge Park
E05007876,Lodge Park
E05001514,Loftus
E05006975,Loggerheads and Whitmore
E05004794,London Colney
E05009381,London Fields
E05010287,Long Ashton
E05009019,Long Buckby
E05005500,Long Clawson and Stathern
E05010345,Long Crendon
E05011079,Long Ditton
E05010615,Long Eaton Central
E05010195,Long Itchington & Stockton
E05003221,Long Marton
E05007092,Long Melford
E05005650,Long Sutton
E05010116,Long Whatton & Diseworth
E05001515,Longbeck
E05001123,Longbenton
E05000035,Longbridge
E05001194,Longbridge
E05003551,Longbridge
E05008164,Longden
E05000814,Longdendale
E05010666,Longdon
E05007855,Longdon
E05000832,Longford
E05001225,Longford
E05001675,Longhill
E05005326,Longholme
E05009131,Longhorsley
E05009132,Longhoughton
E05000078,Longlands
E05009863,Longlands & Beechwood
E05010960,Longlevens
E05004808,Longmeadow
E05000708,Longsight
E05002809,Longstanton
E05000464,Longthornton
E05010227,Longton & Hutton West
E05003171,Longtown & Rockcliffe
E05002061,Longwell Green
E05009204,Looe East
E05008554,Loose
E05002254,Lordswood and Capstone
E05005182,Lostock
E05010228,Lostock Hall
E05009206,Lostwithiel
E05005793,Lothingland
E05007239,Lothingland
E05008165,Loton
E05005432,Loughborough Ashby
E05005433,Loughborough Dishley and Hathern
E05005434,Loughborough Garendon
E05005435,Loughborough Hastings
E05005436,Loughborough Lemyngton
E05005437,Loughborough Nanpantan
E05005438,Loughborough Outwoods
E05005439,Loughborough Shelthorpe
E05005440,Loughborough Southfields
E05005441,Loughborough Storer
E05009414,Loughton & Shenley
E05004159,Loughton Alderton
E05004160,Loughton Broadway
E05004161,Loughton Fairmead
E05004162,Loughton Forest
E05004163,Loughton Roding
E05004164,Loughton St John's
E05004165,Loughton St Mary's
E05003332,Loundsley Green
E05010168,Loveden Heath
E05007295,Lovelace
E05007919,Lovett and North Claines
E05001080,Low Fell
E05003262,Low Furness
E05006251,Low Harrogate
E05010076,Lowdham
E05007093,Lower Brett
E05003521,Lower Culm
E05000204,Lower Edmonton
E05009605,Lower Lune Valley
E05000465,Lower Morden
E05004166,Lower Nazeing
E05005972,Lower Nene
E05006252,Lower Nidderdale
E05004167,Lower Sheering
E05001226,Lower Stoke
E05010006,Lower Tarrants
E05006285,Lower Wensleydale
E05009840,Lowes Hill
E05003333,Lowgates and Woodthorpe
E05003522,Lowman
E05000855,Lowton East
E05000507,Loxford
E05001195,Lozells and East Handsworth
E05005464,Lubenham
E05001377,Luddendenfoot
E05008368,Ludgershall and Perham Down
E05009207,Ludgvan
E05008166,Ludlow East
E05008167,Ludlow North
E05008168,Ludlow South
E05010346,Luffield Abbey
E05009535,Lulworth and Winfrith
E05009068,Lumley
E05002255,Luton and Wayfield
E05009724,Lutterell
E05005465,Lutterworth Brookfield
E05005466,Lutterworth Orchard
E05005467,Lutterworth Springs
E05005468,Lutterworth Swift
E05004351,Lydbrook and Ruardean
E05004950,Lydden and Temple Ewell
E05010007,Lydden Vale
E05001812,Lyddington
E05008961,Lydiard and Freshbrook
E05004352,Lydney East
E05004353,Lydney North
E05001249,Lye and Stourbridge North
E05006558,Lye Valley
E05010594,Lyme Regis & Charmouth
E05004600,Lymington Town
E05011036,Lymm North and Thelwall
E05011037,Lymm South
E05001952,Lyncombe
E05004601,Lyndhurst
E05001292,Lyndon
E05003172,Lyne
E05008369,Lyneham
E05009133,Lynemouth
E05009208,Lynher
E05003552,Lynton and Lynmouth
E05009536,Lytchett Matravers
E05009537,Lytchett Minster and Upton East
E05009538,Lytchett Minster and Upton West
E05003263,Lyth Valley
E05005973,Lyveden
E05009888,Mablethorpe
E05008634,Macclesfield Central
E05008635,Macclesfield East
E05008636,Macclesfield Hurdsfield
E05008637,Macclesfield South
E05008638,Macclesfield Tytherington
E05008639,Macclesfield West and Ivy
E05001778,Mackworth
E05006976,Madeley
E05009982,Madeley & Sutton Hill
E05005794,Magdalen
E05000640,Maida Vale
E05002385,Maiden Erlegh
E05010595,Maiden Newton
E05007638,Maidenbower
E05002365,Maidenhead Riverside
E05004196,Maldon East
E05004197,Maldon North
E05004198,Maldon South
E05004199,Maldon West
E05009983,Malinslee & Dawley Bank
E05008370,Malmesbury
E05008684,Malpas
E05001026,Maltby
E05006305,Malton
E05005882,Mancroft
E05001540,Mandale and Victoria
E05010347,Mandeville & Elm Farm
E05009499,Manea
E05007064,Manifold
E05001359,Manningham
E05008962,Mannington and Western
E05000334,Manor
E05000793,Manor
E05000944,Manor
E05009316,Manor
E05008872,Manor
E05010492,Manor
E05007111,Manor
E05009788,Manor
E05007567,Manor
E05010873,Manor Castle
E05008949,Manor House
E05000488,Manor Park
E05008995,Manor Park
E05000095,Mapesbury
E05002325,Mapledurham
E05001836,Mapperley
E05009210,Marazion and Perranuthnoe
E05008685,Marbury
E05009500,March East
E05009501,March North
E05009502,March West
E05009768,Marcham
E05004602,Marchwood
E05004106,Marconi
E05004999,Marden and Yalding
E05001676,Marfleet
E05005093,Margate Central
E05007568,Marine
E05009814,Marine
E05007701,Marine
E05004184,Mark Hall
E05002709,Market
E05007112,Market
E05010169,Market & West Deeping
E05008169,Market Drayton East
E05008170,Market Drayton West
E05005469,Market Harborough-Great Bowden and Arden
E05005470,Market Harborough-Little Bowden
E05005471,Market Harborough-Logan
E05005472,Market Harborough-Welland
E05009646,Market Rasen
E05008873,Market Warsop
E05000606,Markhouse
E05010832,Marks Tey and Layer
E05000296,Marlborough
E05008371,Marlborough East
E05008372,Marlborough West
E05009841,Marlbrook
E05010139,Marldon & Littlehempston
E05002690,Marlow North and West
E05002691,Marlow South East
E05000794,Marple North
E05000795,Marple South
E05005262,Marsden
E05003130,Marsh
E05009606,Marsh
E05010348,Marsh Gibbon
E05001631,Marsh House
E05009943,Marsh Mill
E05004795,Marshalswick North
E05004796,Marshalswick South
E05003975,Marsham
E05009889,Marshchapel & Somercotes
E05005772,Marshes
E05006559,Marston
E05006253,Marston Moor
E05004810,Martins Wood
E05001813,Martinsthorpe
E05010446,Martlesham
E05007856,Martley
E05006840,Martock
E05001654,Marton
E05009864,Marton East
E05009865,Marton West
E05003553,Marwood
E05010559,Mary Tavy
E05000641,Marylebone High Street
E05007569,Mash Barn
E05006254,Mashamshire
E05003359,Masson
E05007877,Matchborough
E05003360,Matlock All Saints
E05003361,Matlock St Giles
E05010961,Matson and Robinswood
E05010251,Mattishall
E05008874,Maun Valley
E05000316,Mawneys
E05006977,May Bank
E05000036,Mayesbrook
E05000508,Mayfield
E05004009,Mayfield
E05006329,Mayfield
E05004200,Mayland
E05003937,Maze Hill
E05001632,Meadowhead
E05003923,Meads
E05007336,Meadvale and St John's
E05010667,Mease Valley
E05010117,Measham North
E05010118,Measham South
E05008875,Meden
E05005197,Medlar-with-Wesham
E05000728,Medlock Vale
E05009584,Medway
E05009503,Medworth
E05008740,Meir Hay
E05008741,Meir North
E05008742,Meir Park
E05008743,Meir South
E05002810,Melbourn
E05008815,Melbourne
E05003771,Melcombe Regis
E05002811,Meldreth
E05008373,Melksham Central
E05008374,Melksham North
E05008375,Melksham South
E05008376,Melksham Without North
E05008377,Melksham Without South
E05005305,Mellor
E05006286,Melsonby
E05010447,Melton
E05005501,Melton Craven
E05005502,Melton Dorian
E05005503,Melton Egerton
E05005504,Melton Newport
E05005505,Melton Sysonby
E05005506,Melton Warwick
E05001953,Mendip
E05007146,Mendlesham
E05009211,Menheniot
E05008171,Meole
E05000945,Meols
E05004969,Meopham North
E05004970,Meopham South and Vigo
E05007071,Mercian
E05008378,Mere
E05001293,Meriden
E05011050,Meriden
E05010544,Merley & Bearwood
E05007296,Merrow
E05001331,Merry Hill
E05010833,Mersea and Pyefleet
E05001593,Mersey
E05005819,Mershe Lande
E05007337,Merstham
E05000466,Merton Park
E05005629,Metheringham
E05009212,Mevagissey
E05010739,Mexborough
E05002692,Micklefield
E05010325,Micklegate
E05001779,Mickleover
E05003264,Mid Furness
E05001701,Mid Holderness
E05007094,Mid Samford
E05004952,Middle Deal and Sholden
E05000224,Middle Park and Sutcliffe
E05003334,Middlecroft and Poolsbrook
E05010229,Middleforth
E05006287,Middleham
E05006044,Middleton Cheney
E05001433,Middleton Park
E05006288,Middleton Tyas
E05009815,Middleton-on-Sea
E05008640,Middlewich
E05007617,Midhurst
E05001954,Midsomer Norton North
E05001955,Midsomer Norton Redfield
E05008816,Midway
E05006841,Milborne Port
E05000377,Mildmay
E05005883,Mile Cross
E05009327,Mile End
E05010834,Mile End
E05000709,Miles Platting and Newton Heath
E05004603,Milford
E05010493,Milford
E05007437,Milford
E05000748,Milkstone and Deeplish
E05000057,Mill Hill
E05001633,Mill Hill
E05004953,Mill Hill
E05002463,Millbrook
E05001161,Millfield
E05005416,Millfield
E05003198,Millom Without
E05004643,Millway
E05000749,Milnrow and Newhey
E05005214,Milnshaw
E05003265,Milnthorpe
E05002218,Milton
E05002450,Milton
E05002812,Milton
E05004604,Milton
E05010560,Milton Ford
E05009553,Milton Regis
E05006643,Milton-under-Wychwood
E05009789,Milverton
E05006863,Milverton and North Deane
E05010494,Milwich
E05010979,Minchinhampton
E05011015,Mincinglake and Whipton
E05007181,Minden
E05008923,Minehead Central
E05008924,Minehead North
E05008925,Minehead South
E05008379,Minety
E05002326,Minster
